"identificativo_rete";"H_data"
1;1,34267232058999
2;0,373303960385887
3;0
4;0,511859507142915
5;0
6;1,73505682232151
7;0
8;0
9;1
10;0,630929753571457
11;0,630929753571457
12;0,579380164285695
13;2,18084955357507
14;0,630929753571457
15;0,946394630357186
16;1
17;0,579380164285695
18;0,579380164285695
19;0
20;1
21;0,946394630357186
22;1,79333643028389
23;0,946394630357186
24;1
25;0
26;1,20232438392864
27;1,21260161928934
28;0,455485915003595
29;0,630929753571457
31;0,630929753571457
32;0,630929753571457
33;0,630929753571457
34;0,630929753571457
35;0
36;0,579380164285695
38;0,789690082142847
39;1,4107124614063
40;0,455485915003595
41;0
43;0,946394630357186
44;0,579380164285695
45;0,630929753571457
46;0,410118486306518
47;0
48;0,630929753571457
49;1,29896694047616
50;0,579380164285695
51;0
52;0,630929753571457
53;0,630929753571457
54;0,228621107933245
55;0,630929753571457
56;0,630929753571457
57;0,630929753571457
58;1
59;0
60;0,630929753571457
61;0,579380164285695
62;1,18612582182337
63;0
64;0
65;0
66;0,630929753571457
67;0,410118486306518
68;0,630929753571457
69;0,579380164285695
70;1
71;1
72;1
73;1
74;0,579380164285695
75;0
76;0,630929753571457
77;0,630929753571457
78;1,34349594084995
79;0,579380164285695
80;1
81;1,04591920991861
82;2,10012966584721
83;0
84;0,579380164285695
85;0,579380164285695
86;0,579380164285695
87;1
88;0,287086072744579
89;0,410118486306518
90;0,669591945535779
91;0
92;0,525675637651034
93;0,630929753571457
94;1,21260161928934
95;0
96;1,9470798904762
97;1
98;1,57938016428569
99;0,511859507142915
100;0,630929753571457
101;0,212806338612773
102;0,630929753571457
103;0,630929753571457
104;0,630929753571457
105;0,630929753571457
106;0,630929753571457
107;1,21260161928934
108;1,46497352071793
109;0
110;1,35001416843366
111;0,630929753571457
113;1,46497352071793
114;1
115;1,46497352071793
116;0,579380164285695
117;0
119;0,946394630357186
120;0,630929753571457
121;0,630929753571457
122;1
123;0
124;0,946394630357186
125;0
126;0,869915529773626
127;0
128;1,04591920991861
131;0,946394630357186
132;0
134;0,630929753571457
135;0,630929753571457
136;1,46497352071793
137;0,630929753571457
138;0,920619835714305
139;0,581671865717887
140;0
141;0
142;1,71958677619046
143;0,630929753571457
144;0,946394630357186
145;1,36005682232151
146;0,630929753571457
147;1,26185950714291
149;0,630929753571457
150;0,946394630357186
151;0
152;0,410118486306518
153;1
154;0
155;1,26185950714291
156;1
157;0,630929753571457
158;1,26185950714291
159;0,960229717860761
160;1,4206198357143
161;0,946394630357186
163;0
169;1
170;0,579380164285695
171;0,819448371872803
172;1,36005682232151
173;0,946394630357186
174;1,21260161928934
176;0,579380164285695
177;0,511859507142915
180;1,48243365483128
182;0,246847205187025
183;0,946394630357186
186;0,630929753571457
187;1
188;1,21260161928934
190;0,630929753571457
191;0
192;0,144191514846278
194;0,630929753571457
195;0,622365972874449
196;1,07285801232988
198;1,73505682232151
199;1,15662434821795
200;0,946394630357186
201;1,59863167419525
202;1,4206198357143
203;0,912713497619028
204;1,4206198357143
205;1,57732438392864
206;0
207;1,5264600547619
210;0,920619835714305
212;1,21030991785715
215;0,546294702280502
216;0,556032649876389
217;2,18265833864414
220;0,946394630357186
221;1
222;1
223;0,511859507142915
224;1,33333333333333
226;0,982141032834875
228;1,4206198357143
229;1,46497352071793
230;1,38300170161423
232;1
233;0,789690082142847
234;2,1996990465767
238;0
240;0,946394630357186
243;1,63092975357146
244;1
245;0,946394630357186
246;0
247;1,26185950714291
248;0
249;0,655485915003595
250;1
251;0,373303960385887
253;0,579380164285695
254;1,26185950714291
255;1,13092975357146
256;1,46497352071793
259;1
260;0
261;0,511859507142915
262;0,261089363385788
263;0,511859507142915
264;0,946394630357186
266;0,579380164285695
267;1,26185950714291
268;0,579380164285695
269;0,946394630357186
270;0,579380164285695
271;1
272;0,864973520717927
273;1
274;1,21260161928934
275;0
276;0
277;0,579380164285695
278;1,21260161928934
279;1,46497352071793
281;1,46497352071793
282;1,21260161928934
283;1,46497352071793
284;0,579380164285695
285;1,26185950714291
286;0,511859507142915
289;0,946394630357186
290;0,579380164285695
291;1,4206198357143
292;1
295;0,410118486306518
297;0
298;1,21260161928934
299;1
301;0,581671865717887
302;0,960229717860761
303;0,511859507142915
304;0,960229717860761
305;1,36341651393042
307;0,946394630357186
308;0
309;0,630929753571457
310;2,50787633302135
311;0,579380164285695
312;0
313;1,21030991785715
315;1
316;1
317;1,71958677619046
318;0,579380164285695
319;0,630929753571457
320;1
322;0,579380164285695
323;1,13092975357146
324;1,46497352071793
325;1
327;0
328;0,946394630357186
329;0,579380164285695
330;1
331;0,579380164285695
333;1,63092975357146
335;1,46497352071793
336;1,46497352071793
337;0,630929753571457
338;1,21260161928934
339;0,789690082142847
340;1
342;1,4206198357143
344;1
345;1
348;1
349;1
351;1,89278926071437
353;0
355;0
356;1,89278926071437
358;1,26185950714291
360;0
361;1
362;1
363;0,455485915003595
364;1,34267232058999
365;2,04351917167058
366;1,13092975357146
367;0,630929753571457
368;0,579380164285695
369;1,21260161928934
371;0,579380164285695
372;0
375;0,574800555170657
376;0
377;0
378;1
379;0,579380164285695
380;0,72483409150576
382;0
383;1
384;1
385;1,57732438392864
386;0,946394630357186
387;1
388;1
389;0,630929753571457
390;0
392;0,602180810265668
393;1,26185950714291
395;0,526414361668258
397;1,46497352071793
399;1
400;1
401;0
402;0,630929753571457
403;0,920619835714305
406;0,579380164285695
407;0,579380164285695
408;1,26185950714291
409;1,46497352071793
410;0
411;0,630929753571457
412;1
414;1
416;0,946394630357186
417;1,21260161928934
418;0,630929753571457
419;0,602180810265668
420;0,511859507142915
421;1
422;1
423;1,46497352071793
425;1,21260161928934
426;1,43917355238093
428;0
429;0,579380164285695
430;1,46497352071793
431;0
432;0
433;0,630929753571457
434;0,864973520717927
435;0,630929753571457
437;1,26185950714291
439;1,26185950714291
440;0
441;1,4206198357143
442;0,946394630357186
443;1,09236655656089
445;0,914100892018565
446;0
448;0,946394630357186
450;0,977180810265668
451;1
452;1,21030991785715
453;0
454;0,630929753571457
456;1,21260161928934
458;1
459;0,579380164285695
460;1,21030991785715
461;0
462;1,77124374916142
464;0
465;0,579380164285695
466;1,26185950714291
467;0
468;1,23608471250003
471;1
472;1
473;1
476;1,36005682232151
477;1,36005682232151
478;2,32820430509534
479;1
482;0,511859507142915
483;2,68378696285995
485;0,579380164285695
486;1
488;0
489;1,21030991785715
490;0,669591945535779
491;0,455485915003595
493;1
494;0,579380164285695
496;0,946394630357186
497;0,579380164285695
498;0,511859507142915
499;0,920619835714305
500;1,73608471250003
501;1
502;1
503;0
504;0,511859507142915
505;0
506;0
507;0,579380164285695
508;0
509;1,26185950714291
510;0,946394630357186
511;1,28593558568016
512;1
513;1
516;1
517;0,579380164285695
518;1,77124374916142
519;0,789690082142847
520;1
521;1,26185950714291
522;1,5435313728608
524;0,946394630357186
525;0,630929753571457
526;0
528;1
529;0
530;1,59097810528386
531;1,59097810528386
534;1,46497352071793
535;1
536;0,946394630357186
537;0,366244322314365
538;0,630929753571457
539;0,630929753571457
540;0
541;0
543;0,630929753571457
544;0
545;1,21260161928934
546;0,511859507142915
547;0,373303960385887
549;1
550;0,630929753571457
551;1,6457541375001
552;0
553;0,946394630357186
554;1,34123967142861
555;1,26185950714291
556;1,26185950714291
557;1
558;1,21260161928934
559;1
560;1,38625344285713
561;0,630929753571457
562;0,579380164285695
563;1
565;0,630929753571457
567;1,26185950714291
568;0
569;0,946394630357186
570;1,14031399558996
571;1,26185950714291
572;0,630929753571457
574;0,630929753571457
575;0
576;1,29896694047616
577;1,36325291728017
578;0
579;1,63092975357146
580;0,455485915003595
581;1
582;1,21030991785715
584;1,26185950714291
585;0
586;1
588;0,946394630357186
589;1
592;0
593;0,630929753571457
594;0,864973520717927
596;1
599;1,84938693980244
600;1
601;1
602;2,5097861134782
603;0,630929753571457
604;0,630929753571457
605;1,46497352071793
606;0,579380164285695
607;1
608;1
609;1,77124374916142
611;0,946394630357186
613;0,946394630357186
614;1,37136194786073
615;0,72483409150576
616;1,26185950714291
621;1
622;0,630929753571457
623;0
625;0,630929753571457
626;0
628;0,630929753571457
629;0,511859507142915
630;1,13092975357146
631;0,511859507142915
637;1,21030991785715
638;0,579380164285695
640;1,16497352071793
641;1,26185950714291
642;0,576785152973185
643;0
644;1
647;0,511859507142915
648;1
649;0,630929753571457
651;1,21260161928934
652;0
653;1,02577479464288
654;1
655;1
656;0,579380164285695
657;0,946394630357186
658;0,579380164285695
661;1,21260161928934
662;0,864973520717927
663;0,579380164285695
664;0,946394630357186
665;0,511859507142915
666;1
667;0,511859507142915
668;0,946394630357186
669;1
670;1,26185950714291
671;0,630929753571457
672;0,946394630357186
673;1,26185950714291
674;0,630929753571457
676;0,864973520717927
677;0,579380164285695
678;0,946394630357186
679;0
680;1,21260161928934
681;1
